age,months_since_joined,join_month,visits_per_week,payment_delay_days,churned
32,5.7,8,1.4,14,0
42,10.5,8,2.3,15,1
41,9.2,8,1.3,14,1
20,14.2,8,1.5,10,0
32,8.3,9,1.4,15,1
42,13.2,9,1.8,11,1
72,10.5,6,0.3,15,1
43,11.2,8,0.4,15,1
32,8.5,6,2.1,15,0
62,8.4,10,3.2,14,0
42,2.8,10,1.3,14,1
20,9.4,8,1.3,15,0
32,15.3,8,1.2,14,1
22,4.2,3,1.5,15,0
22,6.3,9,2.1,5,0
35,4.5,10,1.2,14,0
35,8.4,9,1.3,14,1
42,3.2,8,1.1,15,1
42,4.2,12,1.5,15,1
42,10.5,6,3.8,15,0
42,12.8,5,1.2,14,1
42,2.5,1,0.4,15,1
20,12.5,6,1.2,10,1
32,6.8,1,3.2,14,0
67,9.8,6,1.2,15,1
62,4.2,8,1.3,10,1
41,13.2,8,1.3,5,0
35,4.2,8,1.3,14,1
20,15.6,3,1.8,14,1
38,14.7,8,2.3,12,0
62,6.3,8,2.4,15,0
62,14.5,9,2.1,10,0
20,3.5,6,1.2,15,1
63,3.5,6,1.2,15,0
20,9.5,6,1.2,14,0
39,12.2,8,3.7,15,0
62,9.0,5,2.4,14,0
62,4.2,9,0.14,15,1
62,12.5,10,3.2,14,0
42,14.2,9,1.4,11,1
42,12.5,10,0.3,15,1
35,9.5,8,2.1,12,0
72,13.2,6,1.5,10,0
32,14.5,8,2.3,10,0
39,9.5,2,1.8,12,1
42,12.5,8,1.2,15,0
20,4.2,10,1.5,15,0
20,9.5,8,1.2,14,1
42,9.5,8,1.2,15,1
32,9.5,6,1.2,15,1
32,8.5,9,2.1,10,0
41,14.0,6,1.2,16,1
32,8.5,10,1.2,15,0
32,10.0,6,3.5,7,0
42,4.2,8,1.3,12,1
35,11.2,8,1.5,10,1
42,6.5,10,1.4,15,1
41,9.5,6,1.4,21,1
40,9.5,8,1.2,14,0
20,9.2,8,1.3,14,1
42,12.5,6,1.2,10,0
32,8.2,6,1.4,15,0
32,12.5,2,1.8,14,0
62,9.5,3,4.2,10,0
32,12.5,2,1.8,15,1
38,6.2,3,1.4,14,0
42,12.5,10,1.2,15,1
20,9.5,2,1.8,10,1
38,12.8,6,1.3,14,1
32,14.5,4,1.2,12,1
42,12.5,8,1.2,15,1
42,10.6,11,0.2,5,1
20,9.5,11,0.2,15,1
42,6.5,9,1.8,12,0
42,7.3,8,1.2,15,1
42,9.8,5,2.1,15,0
42,10.5,6,1.8,15,1
20,3.5,8,2.4,15,0
42,12.2,8,1.3,10,0
43,12.5,8,1.2,15,1
20,9.5,8,4.2,12,0
41,12.5,8,1.2,15,1
42,10.3,8,1.2,14,1
42,1.8,12,2.3,10,0
37,10.5,9,1.2,14,0
42,3.8,10,1.2,14,0
42,12.5,6,3.2,10,0
32,8.0,5,2.1,14,0
62,6.5,10,1.2,15,1
32,9.5,6,1.2,10,1
42,12.5,8,2.1,10,0
42,15.4,6,1.3,7,0
42,8.5,6,2.1,15,0
42,24.5,6,1.2,15,1
22,8.75,9,1.25,15,0
62,10.5,9,1.2,15,1
41,3.8,9,1.2,11,1
72,13.5,8,0.2,10,1
42,9.5,2,1.3,14,1
62,12.5,4,1.2,15,0
42,8.2,11,1.3,14,1
20,9.5,8,4.2,15,0
42,10.5,6,1.2,15,1
42,1.5,12,0.0,29,1
42,11.5,9,1.2,14,0
32,10.5,8,2.1,0,0
62,10.5,6,1.8,15,1
32,12.0,2,1.8,15,1
32,9.341306,8,2.457143,11,0
42,9.2,10,1.3,14,0
32,12.5,2,1.3,15,1
37,6.4,8,1.2,14,0
42,3.14,8,1.43,15,1
32,9.7,6,1.8,12,1
62,10.5,9,2.1,15,0
62,9.8,10,2.3,14,0
37,12.5,8,2.7,10,0
42,10.5,9,1.2,15,1
42,14.0,9,1.2,15,1
42,9.5,10,1.2,15,1
42,6.5,9,1.2,15,1
32,11.8,6,1.2,15,1
62,14.4,8,2.1,21,1
41,12.5,8,1.2,15,0
32,4.2,8,1.1,10,1
41,14.8,2,1.4,5,1
20,3.2,11,1.4,15,0
35,6.2,9,1.8,14,1
41,10.0,8,1.4,15,1
42,8.5,10,1.2,15,0
38,12.5,8,3.2,14,0
43,14.5,8,1.2,11,1
62,10.3,8,0.2,12,1
42,12.8,6,1.5,20,1
42,8.1,2,0.35,14,1
32,6.2,10,3.8,14,0
42,5.2,9,1.3,14,1
35,9.7,8,1.2,10,1
42,6.5,5,1.2,15,0
62,9.5,8,1.2,15,1
32,12.4,8,1.2,14,1
32,9.5,8,1.2,15,0
32,6.2,9,0.4,15,1
62,6.2,8,1.4,15,1
37,1.5,8,0.33,15,1
37,15.1,9,1.3,10,1
42,6.5,8,1.2,15,1
32,9.5,8,1.2,15,1
52,4.8,9,1.2,14,1
28,12.5,8,4.2,15,0
62,5.2,8,1.4,15,1
34,12.5,6,1.2,10,1
62,15.2,9,1.4,11,1
22,9.5,8,1.2,15,1
68,12.5,4,1.8,15,0
22,6.5,3,0.15,22,0
38,9.8,6,2.1,10,0
37,10.5,9,1.2,14,1
20,2.1,10,0.4,15,1
42,10.3,8,1.2,14,1
20,9.5,8,2.3,14,1
32,3.2,11,0.8,15,1
20,6.5,4,1.2,15,1
20,4.5,10,1.2,15,1
20,9.5,6,1.2,15,1
20,12.2,8,4.3,15,0
42,3.4,12,1.8,14,1
42,12.5,9,4.2,15,0
20,14.2,8,1.4,10,0
32,10.5,8,0.4,15,1
42,4.2,12,1.3,14,0
35,10.5,8,1.2,15,1
42,5.8,9,3.4,10,0
42,18.2,11,1.3,12,1
35,9.2,8,1.3,10,1
41,10.5,8,2.1,15,1
20,9.5,8,1.2,15,1
32,9.5,6,2.3,14,0
42,12.5,6,1.2,10,0
32,6.4,10,1.2,15,1
62,12.5,8,3.2,10,0
68,10.3,6,2.5,15,0
32,2.3,10,0.1,15,1
42,6.3,8,1.2,15,1
42,4.2,9,1.3,14,1
42,14.0,8,1.5,10,0
62,9.8,2,3.5,14,0
20,8.2,9,1.5,14,0
37,9.2,8,1.3,11,0
32,9.2,6,1.3,15,1
32,9.5,8,2.8,10,0
42,9.2,8,1.3,10,1
32,9.0,8,1.2,10,0
42,12.5,8,2.1,15,1
22,8.5,10,1.2,15,1
20,4.2,6,1.3,15,1
20,9.2,6,1.4,15,1
32,3.2,11,1.5,15,0
42,5.4,1,2.1,13,1
38,1.8,9,0.2,15,1
39,9.5,4,3.2,15,0
65,9.5,8,1.2,14,1
42,8.0,2,1.3,15,1
42,9.0,8,1.5,14,0
42,9.5,2,1.3,10,1
42,6.4,9,1.8,15,1
20,12.5,8,2.7,10,0
41,12.5,8,1.2,10,1
32,9.8,6,3.2,12,0
32,8.5,9,1.2,15,1
42,10.5,3,0.2,15,1
20,10.0,9,1.5,15,1
41,9.5,8,4.2,15,0
32,9.5,3,4.2,11,0
32,12.5,6,2.1,15,0
22,10.5,6,3.2,15,0
38,6.7,8,1.3,15,0
32,12.5,8,1.2,15,1
22,9.2,8,1.5,12,1
38,12.1,6,2.5,11,0
42,6.5,10,2.3,14,1
32,9.5,8,4.2,15,0
20,9.5,8,1.2,15,1
41,12.4,8,1.3,7,1
32,9.5,2,1.3,10,0
62,6.5,8,2.1,15,0
42,1.5,2,0.33,15,1
20,10.5,6,2.5,15,0
62,6.4,8,1.2,15,1
32,9.5,8,2.1,15,1
20,9.5,8,1.2,15,1
42,12.5,8,1.2,15,1
62,3.5,8,1.2,15,1
42,9.5,6,1.8,15,0
42,15.5,6,1.2,20,1
21,6.2,8,1.4,12,1
32,4.5,9,1.2,15,1
41,9.5,8,2.1,10,1
20,3.5,8,0.2,14,1
22,8.3,9,1.4,10,0
42,3.1,2,0.6,14,1
29,14.4,8,3.9,5,0
43,9.5,8,1.2,14,1
20,9.0,8,3.5,15,0
35,2.5,12,1.8,14,1
42,13.4,8,3.7,5,0
42,4.5,8,1.2,15,0
41,9.2,10,1.4,11,0
65,12.4,8,2.1,10,0
42,11.3,5,4.2,14,0
62,12.1,2,0.5,14,1
32,12.5,8,2.1,14,0
32,12.5,8,4.2,14,1
32,10.5,8,1.2,15,1
62,9.5,8,3.2,12,0
42,8.5,10,2.3,12,0
42,12.5,8,1.2,15,1
42,9.5,8,1.2,15,0
41,9.5,8,1.2,15,1
35,9.2,6,3.1,15,0
42,14.2,4,1.5,21,1
41,12.5,8,1.2,10,1
32,12.5,8,4.2,10,1
42,15.0,8,1.5,14,1
20,9.0,8,3.2,5,0
20,4.5,9,1.2,15,1
41,9.0,8,1.2,15,0
32,9.5,6,1.2,15,1
39,9.2,6,1.4,14,0
62,4.2,8,1.7,15,1
32,9.5,8,1.2,15,0
62,6.2,4,1.3,14,1
41,6.4,2,0.24,15,1
32,12.7,8,1.2,15,1
41,15.5,2,1.3,10,1
68,14.5,8,1.2,10,1
42,3.14,9,1.23,15,0
62,12.5,8,3.2,10,0
62,12.5,8,2.1,15,0
68,9.5,8,2.1,15,1
35,7.8,9,3.2,14,0
20,10.5,8,1.2,15,1
32,14.5,9,2.1,15,0
41,6.5,10,1.2,15,1
20,4.2,9,1.3,15,1
32,8.5,2,1.3,15,0
37,10.5,8,2.1,14,1
42,12.5,8,3.2,10,0
32,9.5,10,2.1,14,0
42,8.5,10,1.2,12,1
32,12.5,8,1.2,15,1
32,3.4,12,1.2,14,1
62,36.0,12,0.0,30,0
32,18.5,9,3.8,10,0
35,6.5,10,2.8,14,1
20,9.2,3,1.5,15,0
32,12.5,8,1.2,15,1
42,8.3,6,0.5,15,0
32,10.4,6,1.3,14,0
32,12.2,5,1.4,15,1
62,12.3,8,2.1,14,1
38,6.5,8,1.2,15,1
42,6.8,10,1.2,14,1
32,8.4,5,1.2,15,0
32,9.5,8,1.4,12,1
37,4.2,8,1.3,14,1
35,12.5,9,1.8,15,1
32,8.5,9,2.1,14,0
20,4.2,8,1.1,15,1
32,6.2,9,0.1,20,1
41,5.8,9,1.2,15,1
32,12.5,6,1.2,15,1
52,12.1,10,0.2,15,1
62,2.4,1,0.01,15,0
35,12.5,9,2.8,14,0
20,9.5,8,1.2,12,1
22,3.2,6,1.5,14,1
39,9.5,8,1.2,12,1
20,10.8,9,3.5,1,0
20,8.2,10,0.14,12,1
37,3.4,8,0.12,14,0
37,6.8,10,1.2,14,1
32,9.5,8,1.2,14,1
42,14.2,10,0.4,15,1
22,11.8,9,3.4,14,0
39,9.2,8,1.4,15,1
32,10.2,8,1.5,14,1
45,8.2,6,1.3,15,0
32,3.2,8,1.4,15,1
62,4.5,8,1.2,10,1
42,5.3,8,0.6,15,1
42,12.5,9,1.2,15,1
62,18.0,6,3.5,15,0
62,14.4,6,2.3,10,0
62,6.5,8,1.2,15,1
41,9.3,10,1.2,15,1
42,4.2,5,1.3,14,1
62,15.4,8,1.2,10,0
35,3.5,2,1.5,15,1
20,8.3,9,1.2,10,0
62,10.5,8,1.2,15,1
62,12.5,9,2.8,10,0
63,12.5,6,2.8,10,0
41,9.5,6,1.2,15,1
62,12.3,9,2.1,14,0
42,9.5,8,3.2,14,0
22,11.2,8,3.7,15,1
68,12.0,1,3.2,10,0
22,3.5,8,1.2,14,1
20,9.5,8,2.1,15,0
42,4.2,9,1.8,14,1
32,10.5,8,3.2,15,0
67,9.5,8,1.2,15,1
35,9.5,6,2.1,10,0
45,3.2,8,1.4,15,0
21,9.2,8,4.5,12,0
42,12.2,8,1.4,10,1
42,3.5,10,2.1,12,0
22,10.5,6,1.2,14,1
32,9.5,10,1.2,15,1
62,12.5,9,2.1,15,0
32,9.5,2,1.3,15,0
32,9.2,8,1.4,15,1
32,10.5,8,2.1,15,1
41,10.7,9,0.3,14,1
32,14.5,6,2.1,10,0
32,9.5,6,2.3,15,0
42,4.5,9,1.8,14,1
62,12.5,8,2.1,15,1
32,12.5,9,2.3,10,0
42,10.5,8,0.2,14,1
42,14.5,9,1.8,18,0
62,10.7,8,2.5,12,0
42,9.5,8,1.2,14,1
32,3.5,1,2.2,12,0
35,6.2,8,1.4,15,1
65,12.5,6,2.3,15,0
42,12.5,9,1.2,15,0
32,14.5,8,1.2,15,0
41,10.5,8,3.2,15,0
32,1.2,10,0.5,15,1
32,9.5,2,1.8,15,0
62,18.3,4,0.2,16,1
32,9.5,10,1.2,15,1
22,9.5,8,3.2,14,0
38,15.5,2,1.9,10,1
32,3.2,8,1.4,14,1
32,9.5,6,1.2,14,1
62,6.5,8,1.3,15,1
62,3.2,9,1.4,10,1
32,9.8,6,1.5,14,0
72,6.4,8,1.2,14,0
38,3.5,2,1.4,11,1
32,9.5,10,2.4,15,0
32,6.5,3,2.8,15,0
32,14.2,8,1.5,10,1
41,4.2,6,1.8,14,0
20,4.5,9,2.3,15,0
32,8.5,6,1.2,14,0
32,14.5,4,1.8,15,1
32,9.2,6,1.3,10,1
32,9.5,8,1.2,15,1
32,8.5,6,1.75,14,0
32,6.5,9,1.2,15,0
42,4.2,12,0.8,15,1
32,7.0,9,1.5,14,0
22,6.5,9,1.3,15,1
42,5.8,8,1.2,14,1
62,4.2,8,1.3,15,1
42,12.5,8,1.3,15,1
72,10.3,6,1.4,15,1
37,12.5,8,2.1,15,1
62,24.2,9,4.5,14,0
42,6.5,10,2.1,14,0
20,8.3,9,2.1,15,0
42,12.7,8,2.1,15,0
62,4.5,8,2.1,15,1
42,9.0,8,1.4,14,1
42,4.2,9,1.3,14,1
62,6.8,10,1.2,14,1
35,4.2,8,1.3,15,1
42,3.5,11,1.2,15,1
42,9.5,8,2.1,12,0
62,15.8,3,1.4,22,1
32,8.5,4,3.2,14,0
41,9.5,2,1.3,15,1
39,3.2,6,1.4,14,1
32,11.5,6,2.3,10,0
62,15.0,2,1.5,10,1
65,9.5,10,1.2,15,1
62,8.5,9,1.2,15,1
20,14.2,8,1.4,21,1
62,3.2,8,1.3,15,0
20,3.7,10,1.2,15,1
32,7.5,9,1.2,15,0
37,11.3,6,2.5,8,1
32,9.5,8,2.1,15,1
42,10.5,8,2.1,15,0
42,14.2,8,1.3,10,0
32,4.5,6,1.2,14,0
32,12.5,8,1.0,15,1
42,3.5,8,1.2,15,1
62,14.2,10,4.5,12,1
62,14.5,8,1.3,10,1
38,9.5,8,2.4,11,0
20,9.5,8,1.2,15,0
42,10.5,8,1.2,15,1
32,8.0,6,1.5,15,1
32,3.2,9,1.5,15,0
62,10.5,5,2.1,15,0
42,5.3,8,1.2,14,1
63,11.0,8,0.2,14,1
32,9.5,6,1.2,15,1
20,9.5,4,1.8,14,1
42,9.5,8,1.4,14,1
32,10.4,8,3.7,14,1
42,6.5,10,1.2,15,1
20,8.5,6,1.2,15,0
42,14.5,9,1.2,15,1
62,14.5,6,1.2,10,1
42,4.8,9,1.2,14,1
39,8.5,9,1.2,14,1
62,10.75,9,1.25,20,1
22,3.8,12,0.2,15,1
42,10.5,8,3.2,14,1
62,9.2,8,4.5,10,0
62,2.3,8,1.5,15,1
32,6.3,5,1.2,15,0
62,9.5,8,2.1,12,1
42,4.2,10,1.8,14,1
20,10.5,8,1.2,14,1
43,12.5,10,1.2,15,1
32,6.5,9,1.3,14,0
35,6.5,2,1.8,10,1
42,11.5,8,1.2,15,1
32,9.8,6,2.5,15,0
32,9.2,8,1.3,15,1
32,9.0,1,2.4,10,0
62,12.1,5,0.2,15,1
32,14.2,6,1.3,5,0
42,8.0,5,1.2,14,1
72,3.5,1,2.4,14,0
62,12.4,8,1.2,15,1
41,9.5,2,1.8,15,1
32,14.5,6,2.1,8,0
42,7.8,5,1.2,15,1
62,11.5,8,1.2,15,1
38,9.5,6,2.8,10,0
62,9.2,8,1.4,14,1
42,18.5,6,1.3,15,1
42,3.5,6,1.2,10,1
32,12.5,6,1.8,15,1
42,13.5,6,1.2,14,0
32,12.5,9,1.8,15,1
32,8.5,11,1.2,14,1
42,2.5,9,1.3,10,1
37,4.8,9,1.2,15,0
22,3.8,2,0.34,18,1
42,9.5,8,1.2,15,1
22,10.5,8,4.2,12,0
65,12.5,8,1.2,10,0
20,9.5,6,1.7,10,0
42,6.4,8,2.3,14,1
20,10.5,8,3.2,15,0
62,2.5,8,0.5,10,1
42,11.5,8,2.1,15,0
34,4.8,2,1.3,14,1
42,10.5,9,1.2,14,0
20,6.8,9,1.3,14,1
20,4.0,2,1.3,15,1
42,9.5,8,2.1,10,0
32,9.5,6,2.1,15,0
42,8.3,10,4.7,14,0
20,14.5,6,0.2,18,1
38,10.2,6,1.5,15,1
42,10.5,9,1.2,15,0
35,3.8,2,0.4,14,1
62,9.5,8,1.4,15,1
42,12.3,6,1.5,14,1
62,3.5,1,2.8,15,0
42,8.5,6,1.2,14,0
32,9.5,8,1.2,15,1
42,9.2,6,1.8,11,0
62,6.5,8,1.2,10,1
32,15.0,8,1.2,14,1
20,8.5,10,1.3,15,1
41,12.5,8,1.2,15,1
42,2.8,1,1.4,15,0
42,8.5,10,1.2,15,0
32,13.8,9,1.2,5,0
42,6.8,10,1.2,15,0
62,8.5,10,3.7,1,0
22,1.3,4,0.2,10,0
41,5.3,9,1.4,15,0
47,10.5,8,1.2,15,1
42,8.5,10,2.3,11,0
62,14.2,6,1.5,15,1
39,4.5,10,1.2,15,1
32,12.5,8,1.2,15,1
32,9.2,8,1.4,14,1
42,6.3,8,1.9,12,0
32,15.5,9,2.1,10,0
20,10.5,8,1.2,15,1
45,12.5,10,1.2,15,1
32,10.2,8,1.5,15,1
32,14.7,9,1.2,10,1
32,15.4,8,3.2,12,0
68,12.2,8,0.4,15,0
42,10.2,8,1.5,15,0
41,8.4,9,1.2,14,1
32,6.5,10,1.8,14,1
32,8.5,6,2.1,15,0
20,12.5,9,1.2,15,1
42,12.5,4,1.2,10,0
42,9.2,8,1.3,14,1
43,4.5,8,1.2,10,1
41,12.5,8,0.4,15,1
32,6.8,9,2.5,10,0
42,9.8,10,1.2,14,1
62,10.5,9,1.2,15,0
41,12.2,11,1.4,10,0
32,6.5,8,1.2,15,1
42,6.0,12,1.2,15,0
35,4.8,6,1.2,15,1
39,14.0,8,1.3,10,1
32,12.5,6,1.2,15,1
42,6.5,8,1.2,12,0
42,10.0,6,1.4,15,1
32,8.5,6,2.1,15,0
32,12.5,8,2.3,10,0
32,15.1,8,0.2,22,1
72,14.2,6,1.3,10,0
32,6.5,8,0.3,15,1
42,3.8,10,0.1,14,1
37,3.4,8,1.7,14,1
37,12.5,8,1.2,15,1
41,10.5,8,1.2,14,1
42,9.0,8,1.5,14,1
20,8.2,9,1.3,15,0
62,9.5,10,2.8,15,1
32,11.5,9,3.8,14,0
72,9.5,6,1.2,15,0
32,9.5,8,1.2,15,1
42,9.5,8,1.2,14,1
32,10.8,6,3.4,15,0
42,14.5,8,1.2,15,1
42,12.2,8,1.5,15,1
37,12.8,9,2.4,15,0
37,9.5,10,0.1,14,1
42,3.8,10,1.2,15,1
32,12.0,9,1.2,10,0
42,8.5,10,3.2,14,0
42,12.2,6,0.3,15,1
32,9.7,8,4.2,12,0
42,11.4,9,2.3,15,1
62,12.5,9,3.2,10,0
42,9.5,8,1.2,14,1
42,12.5,8,3.2,10,0
32,11.5,8,1.2,10,1
35,3.4,8,1.2,15,1
42,10.5,8,2.3,15,0
20,11.5,10,1.4,10,0
37,12.5,6,3.2,0,0
35,9.5,8,1.2,15,1
42,4.2,8,1.3,15,1
38,9.0,8,2.1,15,0
38,12.5,8,2.1,10,0
32,12.5,8,3.2,15,0
41,12.0,6,1.5,7,0
42,10.5,9,1.2,15,1
32,8.2,9,1.3,13,1
35,9.2,8,1.4,21,0
42,8.5,10,0.3,14,1
37,10.5,6,1.2,15,1
42,9.5,6,1.2,15,1
62,8.5,6,1.2,14,0
22,9.7,4,1.2,15,1
32,9.5,10,1.2,15,1
42,9.5,6,1.2,15,1
42,11.5,8,1.2,15,1
62,9.5,8,1.2,14,1
32,12.5,8,2.1,15,0
35,6.5,8,1.2,15,1
32,10.5,11,1.2,15,1
62,12.5,8,2.3,15,1
42,12.5,8,2.3,15,1
62,9.5,8,1.2,10,0
42,6.3,9,1.2,15,1
39,6.8,5,3.4,10,0
42,3.2,10,1.5,15,1
42,6.3,9,1.8,12,0
38,10.5,9,1.8,14,1
37,10.5,8,2.1,12,0
22,15.6,8,3.4,12,0
32,2.5,10,0.33,15,1
62,8.75,9,1.25,10,1
35,9.2,8,1.3,15,1
20,9.4,8,1.2,15,0
20,4.5,9,1.2,15,1
42,11.5,10,1.2,14,0
32,8.5,6,1.2,15,1
45,9.5,6,1.2,15,1
41,10.5,8,2.1,15,0
32,9.2,8,4.5,10,0
20,12.5,9,1.2,10,1
42,9.8,5,1.2,14,1
41,13.4,6,1.3,10,0
32,10.8,6,1.2,15,0
42,8.0,6,2.5,15,1
20,8.5,6,1.2,15,1
45,3.2,10,2.1,14,0
42,7.5,12,1.2,10,1
62,14.2,8,3.4,0,0
32,8.5,9,1.2,14,0
42,9.2,6,1.4,15,1
62,8.5,9,1.2,15,0
72,12.5,6,1.8,10,0
20,8.5,9,1.2,15,1
20,14.4,9,1.3,12,1
20,9.5,8,3.2,14,0
42,10.5,8,1.2,15,1
62,10.5,8,1.2,15,1
62,5.8,10,1.2,14,1
32,4.2,8,1.5,14,1
35,9.2,8,1.4,15,0
42,12.0,8,3.5,10,0
62,4.8,2,1.3,14,1
72,9.5,8,1.2,12,1
42,13.3,8,1.5,14,1
38,8.5,4,1.2,15,0
42,2.5,11,0.1,14,1
72,10.8,4,2.9,12,0
42,12.5,6,1.2,15,1
22,6.5,3,2.4,10,0
67,12.5,2,1.8,15,0
62,3.2,9,1.5,15,1
65,12.5,9,3.8,14,0
20,8.5,9,1.2,10,0
42,10.4,8,1.3,14,1
39,12.1,5,2.3,15,0
41,12.5,8,1.2,15,1
37,10.2,8,1.3,15,1
41,6.4,5,1.1,15,1
42,12.5,8,1.2,15,1
41,9.5,6,2.3,14,0
42,14.2,8,1.5,15,1
42,14.5,6,1.2,15,1
28,10.0,8,4.5,15,0
35,10.5,8,3.2,15,0
62,12.5,9,3.8,11,1
68,9.5,6,2.1,12,0
38,6.5,8,1.2,15,1
42,11.5,9,1.4,15,1
20,12.5,4,1.2,15,1
42,6.0,9,1.5,15,1
20,9.5,6,1.2,15,1
